meddra_pt,prior
Echocardiogram abnormal,0.147021
Diabetic nephropathy,0.147021
Papillary thyroid cancer,0.147021
Sarcoma uterus,0.147021
Blepharitis allergic,0.147021
Polymorphic light eruption,0.147021
Leukoplakia,0.147021
Varicocele,0.147021
Lipids increased,0.147021
Oestradiol increased,0.147021
Prostate examination abnormal,0.147021
Prostate induration,0.147021
Bronchopneumopathy,0.147021
Spinal epidural haematoma,0.147021
Deafness unilateral,0.147021
Acidosis hyperchloraemic,0.147021
Expressive language disorder,0.147021
Food interaction,0.147021
Circadian rhythm sleep disorder,0.147021
Orgasmic sensation decreased,0.147021
Face injury,0.147021
Temporomandibular joint syndrome,0.147021
Dyssomnia,0.147021
Blood cholesterol abnormal,0.147021
Upper respiratory tract inflammation,0.147021
Acne cystic,0.147021
Scrotal ulcer,0.147021
Idiosyncratic drug reaction,0.147021
Chemical peritonitis,0.147021
Haemochromatosis,0.147021
Mitral valve disease,0.147021
Low set ears,0.147021
Rectal ulcer,0.147021
Apgar score low,0.147021
Atonic urinary bladder,0.147021
Urate nephropathy,0.147021
Decreased vibratory sense,0.147021
Compression fracture,0.147021
Complication of pregnancy,0.147021
Gestational diabetes,0.147021
Serum ferritin increased,0.147021
Acute promyelocytic leukaemia differentiation syndrome,0.147021
Vertebrobasilar insufficiency,0.147021
Mycobacterium test,0.147021
Mycobacterium avium complex infection,0.147021
Colonic abscess,0.147021
Bronchopulmonary aspergillosis,0.147021
Arcus lipoides,0.147021
Aspartate aminotransferase normal,0.147021
Venous thrombosis limb,0.147021
Secondary hypogonadism,0.147021
Ovarian neoplasm,0.147021
Puerperal pyrexia,0.147021
Pneumoperitoneum,0.147021
Volvulus,0.147021
Ammonia increased,0.147021
Coagulation test abnormal,0.147021
Lymphostasis,0.147021
Blood pressure abnormal,0.147021
Blood thyroid stimulating hormone decreased,0.147021
Thyroxine free decreased,0.147021
Penile infection,0.147021
Teething,0.147021
Scrotal pain,0.147021
Febrile convulsion,0.147021
Procedural site reaction,0.147021
Application site scab,0.147021
Tinea cruris,0.147021
Scar,0.147021
Skin swelling,0.147021
Psychosexual disorder,0.147021
Sinus operation,0.147021
Corneal scar,0.147021
Salivary gland disorder,0.147021
Coccydynia,0.147021
Joint contracture,0.147021
Somatoform disorder,0.147021
Pharyngeal erythema,0.147021
Blood prolactin decreased,0.147021
Blood creatine phosphokinase MB increased,0.147021
Scratch,0.147021
Ocular surface disease,0.147021
Atypical femur fracture,0.147021
Hepatitis B e antigen positive,0.147021
Intertrigo,0.147021
Oesophageal obstruction,0.147021
Pilonidal cyst,0.147021
Meningocele,0.147021
Central nervous system infection,0.147021
Deposit eye,0.147021
Optic nerve cupping,0.147021
Electrocardiogram QT interval,0.147021
Cholangiocarcinoma,0.147021
Cytokine release syndrome,0.147021
Ophthalmic herpes zoster,0.147021
Meningoencephalitis herpetic,0.147021
Large intestinal obstruction,0.147021
Blood gases abnormal,0.147021
Breast disorder female,0.147021
Hepatic vein occlusion,0.147021
Budd-Chiari syndrome,0.147021
Erythrosis,0.147021
Troponin I increased,0.147021
Oropharyngeal blistering,0.147021
Pneumonia fungal,0.147021
Colorectal cancer metastatic,0.147021
Oromandibular dystonia,0.147021
Respiratory syncytial virus infection,0.147021
Escherichia sepsis,0.147021
Intestinal stenosis,0.147021
Eyelash thickening,0.147021
Lacunar infarction,0.147021
Infusion site irritation,0.147021
Congenital musculoskeletal anomaly,0.147021
Nasal septum disorder,0.147021
Blepharal pigmentation,0.147021
Eyelash hyperpigmentation,0.147021
Severe acute respiratory syndrome,0.147021
Embolic stroke,0.147021
Type IIa hyperlipidaemia,0.147021
Abdominal abscess,0.147021
Seroma,0.147021
Gastrointestinal stoma complication,0.147021
Cutis laxa,0.147021
Non-small cell lung cancer,0.147021
Osmotic demyelination syndrome,0.147021
Nipple swelling,0.147021
Product taste abnormal,0.147021
Cataract traumatic,0.147021
Facial wasting,0.147021
Injection site vesicles,0.147021
Post procedural haematoma,0.147021
Haemorrhagic erosive gastritis,0.147021
Spinal cord haemorrhage,0.147021
Pharyngeal lesion,0.147021
Arthritis infective,0.147021
Vaginal prolapse,0.147021
Sputum purulent,0.147021
Post thrombotic syndrome,0.147021
Gastroenteritis bacterial,0.147021
Primary hypothyroidism,0.147021
Chest X-ray abnormal,0.147021
Blood calcium abnormal,0.147021
Bowen's disease,0.147021
Anal cancer,0.147021
Anal abscess,0.147021
Peripheral artery stenosis,0.147021
Troponin increased,0.147021
Milia,0.147021
Keloid scar,0.147021
Pseudomononucleosis,0.147021
Immunosuppression,0.147021
Osteosarcoma,0.147021
Lymph node pain,0.147021
Dysstasia,0.147021
Cirrhosis alcoholic,0.147021
Spondylitis,0.147021
Blood luteinising hormone increased,0.147021
Metastatic malignant melanoma,0.147021
Balanitis candida,0.147021
Pharyngeal haemorrhage,0.147021
Retinal ischaemia,0.147021
Brain stem haemorrhage,0.147021
Antibody test positive,0.147021
Mediastinitis,0.147021
Alcoholic pancreatitis,0.147021
Urinary tract infection fungal,0.147021
Acrochordon,0.147021
Klinefelter's syndrome,0.147021
Imperforate hymen,0.147021
Pulpitis dental,0.147021
Premature separation of placenta,0.09276
Failed induction of labour,0.09276
Amniotic cavity infection,0.09276
Corneal decompensation,0.09276
Hypertrophic osteoarthropathy,0.09276
Scrotal disorder,0.09276
Peritonsillitis,0.09276
Penile curvature,0.09276
Penile haematoma,0.09276
Congenital absence of bile ducts,0.09276
Homocystinuria,0.09276
Hypermethioninaemia,0.09276
Sense of oppression,0.09276
Paroxysmal nocturnal haemoglobinuria,0.09276
Grey syndrome neonatal,0.09276
Reaction to drug excipients,0.09276
Citrate toxicity,0.09276
Sebaceous gland disorder,0.09276
Trichotillomania,0.09276
Vocal cord disorder,0.09276
Rubber sensitivity,0.09276
Animal scratch,0.09276
Feelings of worthlessness,0.09276
Injection site joint pain,0.09276
Neurological examination abnormal,0.09276
Infrequent bowel movements,0.09276
Benign vaginal neoplasm,0.09276
Breast malformation,0.09276
Malignant mesenchymoma,0.09276
Blood oestrogen increased,0.09276
Pleural infection,0.09276
Morbid thoughts,0.09276
Hernia pain,0.09276
Fungal test positive,0.09276
Post-tussive vomiting,0.09276
Cytarabine syndrome,0.09276
Spinal cord paralysis,0.09276
Gas gangrene,0.09276
Injection site pallor,0.09276
Injection site injury,0.09276
Central nervous system haemorrhage,0.09276
Craniosynostosis,0.09276
Epiphysiolysis,0.09276
Dreamy state,0.09276
Acanthosis nigricans,0.09276
Nicotine dependence,0.09276
Tobacco poisoning,0.09276
Tobacco withdrawal symptoms,0.09276
Cerebral hypoperfusion,0.09276
Testis cancer,0.09276
Tetrahydrobiopterin deficiency,0.09276
Myofascial pain syndrome,0.09276
Angiodermatitis,0.09276
Catheter site cellulitis,0.09276
Proctitis ulcerative,0.09276
Tonic convulsion,0.09276
Purple glove syndrome,0.09276
Blastomycosis,0.09276
Myelodysplastic syndrome transformation,0.09276
Leukaemia cutis,0.09276
AIDS dementia complex,0.09276
Hyperfibrinogenaemia,0.09276
Blood fibrinogen increased,0.09276
Pelvic haemorrhage,0.09276
Purpura fulminans,0.09276
Cardiac output increased,0.09276
Cardiac failure high output,0.09276
Osteogenesis imperfecta,0.09276
Oesophageal irritation,0.09276
Anastomotic ulcer,0.09276
Atypical fracture,0.09276
Angioimmunoblastic T-cell lymphoma,0.09276
Nocturnal emission,0.09276
Loss of control of legs,0.09276
Malaria,0.09276
Bone marrow granuloma,0.09276
Solar dermatitis,0.09276
Essential thrombocythaemia,0.09276
Cardiac septal defect,0.09276
Sinusitis bacterial,0.09276
Hypocalciuria,0.09276
Lyme disease,0.09276
Relapsing fever,0.09276
Coombs positive haemolytic anaemia,0.09276
Platelet dysfunction,0.09276
Eye infection viral,0.09276
Purine metabolism disorder,0.09276
Inferior vena cava syndrome,0.09276
Acromegaly,0.09276
Ergot poisoning,0.09276
Superior sagittal sinus thrombosis,0.09276
Chondrolysis,0.09276
Delayed delivery,0.09276
Dissociative disorder,0.09276
Tunnel vision,0.09276
Pulmonary valve incompetence,0.09276
Peripheral artery thrombosis,0.09276
Pulmonary ossification,0.09276
Dystrophic calcification,0.09276
Endocardial fibrosis,0.09276
Stroke volume increased,0.09276
Thyroxine decreased,0.09276
Koebner phenomenon,0.09276
High turnover osteopathy,0.09276
Brown tumour,0.09276
Calcification metastatic,0.09276
Calcium intoxication,0.09276
HIV associated nephropathy,0.09276
Application site urticaria,0.09276
Renovascular hypertension,0.09276
Spermatogenesis abnormal,0.09276
Human herpesvirus 6 infection,0.09276
Vanishing bile duct syndrome,0.09276
Pulmonary hypoplasia,0.09276
Anaplastic astrocytoma,0.09276
Cardioactive drug level increased,0.09276
Abdominal infection,0.09276
Intertrigo candida,0.09276
Vertigo CNS origin,0.09276
Retinal deposits,0.09276
Retinal injury,0.09276
Strongyloidiasis,0.09276
Anthrax,0.09276
Repetitive strain injury,0.09276
Pneumonia anthrax,0.09276
Suprapubic pain,0.09276
Aortic bruit,0.09276
Chromosomal mutation,0.09276
Eyelid exfoliation,0.09276
Loss of proprioception,0.09276
Pericardial disease,0.09276
Sports injury,0.09276
Keratoconus,0.09276
Radius fracture,0.09276
Salmonellosis,0.09276
Tracheal disorder,0.09276
Ulna fracture,0.09276
Post-traumatic neck syndrome,0.09276
Muscle rupture,0.09276
Neurotransmitter level altered,0.09276
Otosalpingitis,0.09276
Ankle fracture,0.09276
Reflux gastritis,0.09276
Generalised anxiety disorder,0.09276
Epidermal naevus,0.09276
House dust allergy,0.09276
Finger deformity,0.09276
Pyelonephritis acute,0.09276
Food craving,0.09276
Sensation of blood flow,0.09276
Alcohol problem,0.09276
Nasal septum deviation,0.09276
Stress at work,0.09276
Genitourinary chlamydia infection,0.09276
Performance status decreased,0.09276
Latent tetany,0.09276
Anal atresia,0.09276
Coarctation of the aorta,0.09276
Choriocarcinoma,0.09276
Cytogenetic abnormality,0.09276
Lymphocytic leukaemia,0.09276
Meningomyelocele,0.09276
Neural tube defect,0.09276
Prolactinoma,0.09276
Fallot's tetralogy,0.09276
Neurofibromatosis,0.09276
Neuroectodermal neoplasm,0.09276
Hepatoblastoma,0.09276
Bone development abnormal,0.09276
Ovarian germ cell teratoma benign,0.09276
Cloacal exstrophy,0.09276
Hepatic angiosarcoma,0.09276
Tongue neoplasm malignant stage unspecified,0.09276
Ovarian haemorrhage,0.09276
Pectus excavatum,0.09276
Hydrothorax,0.09276
Syndactyly,0.09276
Conjoined twins,0.09276
Spina bifida occulta,0.09276
Ovulation pain,0.09276
Tibial torsion,0.09276
Waxy flexibility,0.09276
Hypnagogic hallucination,0.09276
Uterine inflammation,0.09276
Fat intolerance,0.09276
Incomplete precocious puberty,0.09276
Abnormal sleep-related event,0.09276
Axonal neuropathy,0.09276
Ureteritis,0.09276
Malignant neoplasm of renal pelvis,0.09276
Ureteric cancer,0.09276
Bladder necrosis,0.09276
Ovarian atrophy,0.09276
Myopericarditis,0.09276
Carditis,0.09276
Hypothrombinaemia,0.09276
Wound healing normal,0.09276
Parotid gland inflammation,0.09276
Systemic mycosis,0.09276
Transplant failure,0.09276
Foetal chromosome abnormality,0.09276
Bartholin's cyst,0.09276
Joint lock,0.09276
Splenic peliosis,0.09276
Cryptococcal cutaneous infection,0.09276
Pyramidal tract syndrome,0.09276
Metaphyseal dysplasia,0.09276
Gastroenteritis yersinia,0.09276
Retinal aneurysm,0.09276
Complication of device insertion,0.09276
Joint instability,0.09276
Anhedonia,0.09276
Vasculitis cerebral,0.09276
Fructose intolerance,0.09276
Ingrown hair,0.09276
Pseudofolliculitis barbae,0.09276
Floppy infant,0.09276
Blood immunoglobulin G decreased,0.09276
Pancreatic necrosis,0.09276
Intestinal diaphragm disease,0.09276
Pseudodementia,0.09276
Posterior capsule opacification,0.09276
Autism,0.09276
Learning disorder,0.09276
Polycystic ovaries,0.09276
Coagulation factor decreased,0.09276
Hypofibrinogenaemia,0.09276
Cerebellar atrophy,0.09276
Autism spectrum disorder,0.09276
Deficiency anaemia,0.09276
Infective tenosynovitis,0.09276
Cellulitis staphylococcal,0.09276
Lung adenocarcinoma stage I,0.09276
Blood pressure inadequately controlled,0.09276
Electrocardiogram ST-T segment abnormal,0.09276
Anophthalmos,0.09276
Lipidosis,0.09276
Hepatitis C antibody positive,0.09276
Vascular calcification,0.09276
Hypervitaminosis D,0.09276
Chlamydial infection,0.09276
Postmenopausal haemorrhage,0.09276
Extraskeletal ossification,0.09276
Hypercalcaemia of malignancy,0.09276
Osteolysis,0.09276
Placental disorder,0.09276
Mean cell volume increased,0.09276
Transaminases decreased,0.09276
Nail ridging,0.09276
Gingival ulceration,0.09276
Oral pustule,0.09276
Intranasal hypoaesthesia,0.09276
Evans syndrome,0.09276
Myringitis,0.09276
External ear disorder,0.09276
Dacryocanaliculitis,0.09276
White matter lesion,0.09276
Foetal alcohol syndrome,0.09276
Oesophageal varices haemorrhage,0.09276
Toe walking,0.09276
Cervix haemorrhage uterine,0.09276
Langerhans' cell histiocytosis,0.09276
Body height decreased,0.09276
Spasmodic dysphonia,0.09276
Hypochondriasis,0.09276
Screaming,0.09276
Somnolence neonatal,0.09276
Heart alternation,0.09276
Activation syndrome,0.09276
Cranial nerve disorder,0.09276
Urinary sediment abnormal,0.09276
Candida sepsis,0.09276
Electrolyte depletion,0.09276
Pseudo-Bartter syndrome,0.09276
Staphylococcal skin infection,0.09276
Occipital neuralgia,0.09276
Pericardial rub,0.09276
Scrotal swelling,0.09276
Vascular dementia,0.09276
Device related sepsis,0.09276
Blood bilirubin normal,0.09276
Oral toxicity,0.09276
Tracheostomy infection,0.09276
Increased viscosity of bronchial secretion,0.09276
Puncture site pain,0.09276
Noninfectious peritonitis,0.09276
Peritonitis bacterial,0.09276
Fungal peritonitis,0.09276
Device interaction,0.09276
Catheter site inflammation,0.09276
Sclerosing encapsulating peritonitis,0.09276
Peritoneal cloudy effluent,0.09276
Argininosuccinate synthetase deficiency,0.09276
Spastic paralysis,0.09276
Acne infantile,0.09276
Application site folliculitis,0.09276
Erythema annulare,0.09276
Macular pigmentation,0.09276
Erythema infectiosum,0.09276
Ventricular flutter,0.09276
Rash scarlatiniform,0.09276
Bronchopulmonary dysplasia,0.09276
Mixed connective tissue disease,0.09276
Intraventricular haemorrhage,0.09276
Anaemia neonatal,0.09276
Pelvic neoplasm,0.09276
Blood gonadotrophin increased,0.09276
Febrile bone marrow aplasia,0.09276
Ovulation disorder,0.09276
Renal rickets,0.09276
Post procedural oedema,0.09276
Anosognosia,0.09276
Facial neuralgia,0.09276
Body temperature fluctuation,0.09276
Artery dissection,0.09276
Lordosis,0.09276
Vessel perforation,0.09276
Brachial plexus injury,0.09276
Postoperative ileus,0.09276
Nicotinic acid deficiency,0.09276
Sinus rhythm,0.09276
Myopathy toxic,0.09276
Mesenteric artery thrombosis,0.09276
Pancreatic enzymes abnormal,0.09276
Disease recurrence,0.09276
Blood electrolytes decreased,0.09276
Gastrointestinal hypermotility,0.09276
Sperm concentration,0.09276
Juvenile idiopathic arthritis,0.09276
Injection site abscess sterile,0.09276
Aortic aneurysm rupture,0.09276
Persistent foetal circulation,0.09276
Papillary muscle rupture,0.09276
Postinfarction angina,0.09276
Diabetic vascular disorder,0.09276
Skin maceration,0.09276
Mediastinum neoplasm,0.09276
Superior vena cava syndrome,0.09276
Platelet count normal,0.09276
Macular fibrosis,0.09276
Cataract diabetic,0.09276
Oesophageal atresia,0.09276
Congenital megacolon,0.09276
Polyhydramnios,0.09276
Hydrops foetalis,0.09276
Neurofibroma,0.09276
Turner's syndrome,0.09276
Spina bifida,0.09276
Vaginal dysplasia,0.09276
Congenital diaphragmatic hernia,0.09276
Limb deformity,0.09276
Uterine cyst,0.09276
Single umbilical artery,0.09276
Platelet aggregation inhibition,0.09276
Diffuse alopecia,0.09276
Heart rate abnormal,0.09276
Accident at home,0.09276
Blood count abnormal,0.09276
Radiation myelopathy,0.09276
Muscle fibrosis,0.09276
Complex partial seizures,0.09276
Adenovirus infection,0.09276
Kidney fibrosis,0.09276
Body mass index decreased,0.09276
Rectal spasm,0.09276
Blood methaemoglobin present,0.09276
Acetonaemia,0.09276
Stress fracture,0.09276
Nocardiosis,0.09276
Hidradenitis,0.09276
Pneumonia cytomegaloviral,0.09276
Hepatic atrophy,0.09276
Herpes simplex hepatitis,0.09276
Carotid sinus syndrome,0.09276
Weight gain poor,0.09276
"Hallucination, tactile",0.09276
Reversible ischaemic neurological deficit,0.09276
White blood cell count abnormal,0.09276
Leriche syndrome,0.09276
Aortic embolus,0.09276
Candida cervicitis,0.09276
Mean arterial pressure decreased,0.09276
Ectopic ACTH syndrome,0.09276
Multiparous,0.09276
Adrenal gland cancer,0.09276
Blood acid phosphatase increased,0.09276
Mineralocorticoid deficiency,0.09276
Abdominal injury,0.09276
Hepatic infiltration eosinophilic,0.09276
Rhinitis atrophic,0.09276
Fluid intake reduced,0.09276
Reticuloendothelial system stimulated,0.09276
Shift to the left,0.09276
Parotid duct obstruction,0.09276
Complications of transplant surgery,0.09276
Cytomegalovirus gastritis,0.09276
Alcoholic psychosis,0.09276
Somatic hallucination,0.09276
Blood creatinine normal,0.09276
Parathyroid tumour,0.09276
Vertical infection transmission,0.09276
Palpable purpura,0.09276
Gastrooesophageal sphincter insufficiency,0.09276
Allergic hepatitis,0.09276
Haptoglobin increased,0.09276
Delirium tremens,0.09276
Benign hepatic neoplasm,0.09276
Intermittent explosive disorder,0.09276
Uterine perforation,0.09276
Vaginal neoplasm,0.09276
Smear cervix normal,0.09276
Hypoglycaemic unconsciousness,0.09276
Gonorrhoea,0.09276
Chemical eye injury,0.09276
Phonological disorder,0.09276
Lenticular pigmentation,0.09276
Mixed liver injury,0.09276
Carcinoid tumour,0.09276
Gastrinoma,0.09276
Mucosal atrophy,0.09276
Lymphocyte transformation test positive,0.09276
Menopausal disorder,0.09276
Tympanic membrane disorder,0.09276
Aortic rupture,0.09276
Post procedural constipation,0.09276
Malignant transformation,0.09276
Squamous cell carcinoma of lung,0.09276
Coronary artery stenosis,0.09276
Skin fibrosis,0.09276
Visual evoked potentials abnormal,0.09276
B-cell type acute leukaemia,0.09276
Cholecystitis infective,0.09276
Soft tissue inflammation,0.09276
Laryngeal disorder,0.09276
Postpartum disorder,0.09276
Tooth malformation,0.09276
Negativism,0.09276
Traumatic fracture,0.09276
Yellow nail syndrome,0.09276
Goodpasture's syndrome,0.09276
Blood fibrinogen decreased,0.09276
Bone sarcoma,0.09276
Antitussive therapy,0.09276
Macular hole,0.09276
Oculomucocutaneous syndrome,0.09276
Hepatic enzyme decreased,0.09276
Skin erosion,0.09276
Intervertebral discitis,0.09276
Nasal disorder,0.09276
Gallbladder cancer,0.09276
Flight of ideas,0.09276
Vestibular ataxia,0.09276
Oral neoplasm benign,0.09276
Compulsive sexual behaviour,0.09276
Purpura senile,0.09276
Adrenal atrophy,0.09276
Eosinopenia,0.09276
Substance-induced psychotic disorder,0.09276
Haemoglobin normal,0.09276
Carotid pulse,0.09276
Hypergammaglobulinaemia,0.09276
pH urine decreased,0.09276
Poikilocytosis,0.09276
Collagen-vascular disease,0.09276
Atrial hypertrophy,0.09276
Cardioactive drug level above therapeutic,0.09276
Postoperative fever,0.09276
Atrophic glossitis,0.09276
Electrocardiogram QRS complex prolonged,0.09276
Drug screen positive,0.09276
Ileal ulcer,0.09276
Bicytopenia,0.09276
Mycobacterial infection,0.09276
Chronic allograft nephropathy,0.09276
Ascariasis,0.09276
Type 1 diabetes mellitus,0.09276
Cutaneous sarcoidosis,0.09276
Enterobiasis,0.09276
CD4 lymphocytes decreased,0.09276
Psychiatric evaluation abnormal,0.09276
Thyroglobulin increased,0.09276
Anti-thyroid antibody positive,0.09276
Injection site dryness,0.09276
Tongue pigmentation,0.09276
Acrodynia,0.09276
Granuloma skin,0.09276
Automatism,0.09276
Injection site cyst,0.09276
Platelet production decreased,0.09276
Osteodystrophy,0.09276
Otitis media chronic,0.09276
Injection site ulcer,0.09276
Long QT syndrome congenital,0.09276
Electrocardiogram QT interval abnormal,0.09276
Plateletcrit decreased,0.09276
Xanthomatosis,0.09276
Retinogram abnormal,0.09276
Oesophageal rupture,0.09276
Congenital joint malformation,0.09276
Freezing phenomenon,0.09276
Laryngeal cancer,0.09276
Rectal cancer,0.09276
Middle ear effusion,0.09276
Intervertebral disc degeneration,0.09276
Angiomyolipoma,0.09276
Salivary duct obstruction,0.09276
Anaplastic thyroid cancer,0.09276
Ischaemic hepatitis,0.09276
Abdominal adhesions,0.09276
Peritoneal adhesions,0.09276
Infected cyst,0.09276
Adhesion,0.09276
Fluoride increased,0.09276
Glomerulonephritis membranoproliferative,0.09276
Chloropsia,0.09276
Erythropsia,0.09276
Arteriosclerotic retinopathy,0.09276
Mastocytosis,0.09276
Chronic eosinophilic leukaemia,0.09276
Haemorrhagic ovarian cyst,0.09276
Insulinoma,0.09276
Shock hypoglycaemic,0.09276
T-cell lymphoma,0.09276
Pelvi-ureteric obstruction,0.09276
Enterococcal infection,0.09276
Myoglobinaemia,0.09276
Cluster headache,0.09276
Musculoskeletal deformity,0.09276
Temporal arteritis,0.09276
Kaposi's varicelliform eruption,0.09276
Hepatic cyst,0.09276
Endometrial adenocarcinoma,0.09276
Dacryocystitis,0.09276
Conjunctival cyst,0.09276
Corneal defect,0.09276
Brain stem glioma,0.09276
Male orgasmic disorder,0.09276
Clitoral engorgement,0.09276
Wernicke-Korsakoff syndrome,0.09276
Gingival oedema,0.09276
Blood urea normal,0.09276
Pulmonary microemboli,0.09276
Buccal mucosal roughening,0.09276
Abnormal clotting factor,0.09276
Gingival erythema,0.09276
Gingival blister,0.09276
Impatience,0.09276
Pulmonary oil microembolism,0.09276
Erythroleukaemia,0.09276
Spleen palpable,0.09276
Diverticular perforation,0.09276
Eosinophilic cystitis,0.09276
Eye ulcer,0.09276
Presbyopia,0.09276
Distractibility,0.09276
Upper motor neurone lesion,0.09276
Ketogenic diet,0.09276
Essential tremor,0.09276
Familial tremor,0.09276
Blood bicarbonate,0.09276
Learning disability,0.09276
Lack of spontaneous speech,0.09276
Tandem gait test abnormal,0.09276
Herpangina,0.09276
Rectal prolapse,0.09276
Tendon injury,0.09276
Pyelonephritis chronic,0.09276
Mammogram abnormal,0.09276
Back disorder,0.09276
Hand fracture,0.09276
Alanine aminotransferase decreased,0.09276
Aspartate aminotransferase decreased,0.09276
Food aversion,0.09276
Band neutrophil count increased,0.09276
Red cell distribution width increased,0.09276
Analgesic therapy,0.09276
Mean platelet volume decreased,0.09276
Genitourinary tract infection,0.09276
Renal cortical necrosis,0.09276
Aortic dissection,0.09276
Multiple allergies,0.09276
Morphoea,0.09276
Agnosia,0.09276
Ochronosis,0.09276
Osteitis,0.09276
Slow speech,0.09276
Nail dystrophy,0.09276
Acne fulminans,0.09276
Excessive granulation tissue,0.09276
Muscle tone disorder,0.09276
Blindness day,0.09276
Linear IgA disease,0.09276
Osteosclerosis,0.09276
Developmental coordination disorder,0.09276
Myoclonic epilepsy,0.09276
Hamartoma,0.09276
Congenital oral malformation,0.09276
Dentofacial anomaly,0.09276
Limb malformation,0.09276
Postictal state,0.09276
Haemangioma congenital,0.09276
Congenital hydronephrosis,0.09276
Congenital vesicoureteric reflux,0.09276
Croup infectious,0.09276
Developmental hip dysplasia,0.09276
Dysmorphism,0.09276
Foetal anticonvulsant syndrome,0.09276
Cytotoxic oedema,0.09276
Small cell lung cancer,0.09276
Conjunctivitis bacterial,0.09276
Acute stress disorder,0.09276
Intestinal mass,0.09276
Genital lesion,0.09276
Blood copper decreased,0.09276
Copper deficiency,0.09276
Exposure to toxic agent,0.09276
Neonatal hyponatraemia,0.09276
Factor I deficiency,0.09276
Convulsion neonatal,0.09276
Pelvic haematoma,0.09276
Abscess sterile,0.09276
Urine sodium increased,0.09276
Zinc deficiency,0.09276
Blood zinc decreased,0.09276
Bone lesion,0.09276
Knee deformity,0.09276
Cervical incompetence,0.09276
Gestational hypertension,0.09276
Shortened cervix,0.09276
Hypopyon,0.09276
Cataract cortical,0.09276
Cataract nuclear,0.09276
Detachment of retinal pigment epithelium,0.09276
Optic disc vascular disorder,0.09276
Spinal cord infarction,0.09276
Contracted bladder,0.09276
Bovine tuberculosis,0.09276
Congenital limb hyperextension,0.09276
Female orgasmic disorder,0.09276
Metal poisoning,0.09276
Chrysiasis,0.09276
Arteriovenous fistula thrombosis,0.09276
Abortion infected,0.09276
Barium impaction,0.09276
Hypophosphataemic rickets,0.09276
Congenital hypothyroidism,0.09276
Bladder diverticulum,0.09276
Brugada syndrome,0.09276
Kearns-Sayre syndrome,0.09276
Lichenification,0.09276
Atopy,0.09276
Urinary tract pain,0.09276
Delayed recovery from anaesthesia,0.09276
Implant site pain,0.09276
Senile ankylosing vertebral hyperostosis,0.09276
Adenocarcinoma pancreas,0.09276
Monocyte count decreased,0.09276
Hepatitis F,0.09276
Pneumatosis,0.09276
Shunt thrombosis,0.09276
Tumour compression,0.09276
Retained placenta or membranes,0.09276
Cardiac enzymes increased,0.09276
Abortion incomplete,0.09276
Conjunctival ulcer,0.09276
Small intestine ulcer,0.09276
Large intestinal ulcer,0.09276
Lower urinary tract symptoms,0.09276
Anaesthetic complication neurological,0.09276
Agitation postoperative,0.09276
Confusion postoperative,0.09276
Nerve conduction studies abnormal,0.09276
Monoclonal gammopathy,0.09276
Otorrhoea,0.09276
Gallbladder polyp,0.09276
Blood growth hormone increased,0.09276
Erythrasma,0.09276
Pseudomonal sepsis,0.09276
Infusion site infection,0.09276
Injection site paraesthesia,0.09276
Carcinoma in situ,0.09276
Oesophageal neoplasm,0.09276
Lung abscess,0.09276
Bronchostenosis,0.09276
Bronchial ulceration,0.09276
Bronchial secretion retention,0.09276
Oesophageal oedema,0.09276
Uterovaginal prolapse,0.09276
Hypertrophic scar,0.09276
Application site scar,0.09276
Application site cellulitis,0.09276
Serum ferritin decreased,0.09276
Community acquired infection,0.09276
Prothrombin time ratio,0.09276
Prothrombin time abnormal,0.09276
Staring,0.09276
Eyelid bleeding,0.09276
Scleromalacia,0.09276
Stomatitis necrotising,0.09276
Vascular rupture,0.09276
Factor XI deficiency,0.09276
Acquired lipoatrophic diabetes,0.09276
Congenital generalised lipodystrophy,0.09276
Jaw disorder,0.09276
Kyphosis,0.09276
Tuberculin test positive,0.09276
Schizoaffective disorder,0.09276
Body tinea,0.09276
Mendelson's syndrome,0.09276
Urethral discharge,0.09276
Clavicle fracture,0.09276
Suspiciousness,0.09276
Dizziness exertional,0.09276
Tonsillar hypertrophy,0.09276
Early menarche,0.09276
Akinaesthesia,0.09276
Blood creatine phosphokinase abnormal,0.09276
Blood triglycerides decreased,0.09276
Temperature regulation disorder,0.09276
Eyelid function disorder,0.09276
Mastication disorder,0.09276
Diet refusal,0.09276
Urine ketone body present,0.09276
Decreased immune responsiveness,0.09276
Hypophagia,0.09276
Bacterial test positive,0.09276
Gaze palsy,0.09276
Head lag abnormal,0.09276
ECG signs of myocardial ischaemia,0.09276
Blood cholesterol decreased,0.09276
Accident,0.09276
Secondary hypertension,0.09276
Pressure of speech,0.09276
Genital hypoaesthesia,0.09276
Labile hypertension,0.09276
Mesothelioma,0.09276
Radiation oesophagitis,0.09276
Extremity necrosis,0.09276
Eosinophil count abnormal,0.09276
Syphilis,0.09276
Secondary syphilis,0.09276
Toxic dilatation of intestine,0.09276
Food intolerance,0.09276
Upper limb fracture,0.09276
Red blood cells semen positive,0.09276
Bacterial prostatitis,0.09276
Cytomegalovirus syndrome,0.09276
Leukostasis,0.09276
Tumour cell mobilisation,0.09276
Blood testosterone free increased,0.09276
Microembolism,0.09276
Calciphylaxis,0.09276
Dilatation ventricular,0.09276
Left ventricular hypertrophy,0.09276
Malignant neoplasm progression,0.09276
Foreign body in eye,0.09276
