hpo_id	hpo_strings	pt_code	pt_name	method	n_candidates	candidate_pt_codes	candidate_pt_names
HP:0003680	Nonprogressive|Does not worsen|Non-progressive|Nonprogressive course|Nonprogressive disorder|Stationary			no_match	0		
HP:0012002	Experiential epileptic aura|Experiential aura|Experiential auras			no_match	0		
HP:0025162	Severe temper tantrums			no_match	0		
HP:0025312	Esophoria			no_match	0		
HP:0031936	Delayed ability to walk|Delayed walking			no_match	0		
HP:0032755	Focal impaired awareness autonomic seizure|Focal autonomic seizure with altered responsiveness|Localised autonomic seizure with altered responsiveness|Localized autonomic seizure with altered responsiveness|Partial autonomic seizure with altered responsiveness			no_match	0		
HP:0000020	Urinary incontinence|Bladder incontinence|Loss of bladder control			no_match	0		
HP:0000217	Xerostomia|Decreased salivary flow|Dry mouth|Dry mouth syndrome|Reduced salivation			no_match	0		
HP:0000224	Hypogeusia|Decreased taste|Decreased taste sensation			no_match	0		
HP:0000458	Anosmia|Loss of smell|Lost smell			no_match	0		
HP:0000632	Lacrimation abnormality|Abnormality of tear production			no_match	0		
HP:0000762	Decreased nerve conduction velocity|Decreased NCV|Decreased nerve conduction velocities|Delayed nerve conduction velocity|Reduced nerve conduction velocities|Slow nerve conduction velocity|Slowed nerve conduction velocities			no_match	0		
HP:0000966	Hypohidrosis|Decreased ability to sweat|Decreased sweating|Impaired sweating|Inadequate sweating|Oligohidrosis|Sweating, decreased			no_match	0		
HP:0000970	Anhidrosis|Anhydrosis|Lack of sweating|Sudomotor dysfunction|Sweating dysfunction			no_match	0		
HP:0001069	Episodic hyperhidrosis|Hyperhidrosis, episodic|Sporadic excessive sweating			no_match	0		
HP:0001182	Tapered finger|Distally tapering fingers|Tapered fingers|Tapered fingertips|Tapering fingers			no_match	0		
HP:0001810	Dystrophic toenail|Dystrophic toenail changes|Dystrophic toenails|Poor toenail formation			no_match	0		
HP:0001818	Paronychia			no_match	0		
HP:0001842	Foot acroosteolysis|Acroosteolysis of feet			no_match	0		
HP:0001939	Abnormality of metabolism/homeostasis|Laboratory abnormality|Metabolism abnormality			no_match	0		
HP:0002645	Wormian bones|Extra bones within cranial sutures|Intra sutural bones|Intrasutural bones|Islands of bone within cranial sutures			no_match	0		
HP:0002661	Painless fractures due to injury			no_match	0		
HP:0002797	Osteolysis|Breakdown of bone|Increased bone resorption|Osteolytic defects of bones			no_match	0		
HP:0002815	Abnormality of the knee			no_match	0		
HP:0003028	Abnormality of the ankle|Abnormality of the ankles			no_match	0		
HP:0003103	Abnormal cortical bone morphology|Abnormal compact bone morphology|Abnormality of cortical bone			no_match	0		
HP:0003272	Abnormal hip bone morphology|Abnormality of the hip bone|Abnormality of the hips			no_match	0		
HP:0003380	Decreased number of peripheral myelinated nerve fibers|Decreased number of large and small myelinated fibers|Decreased number of large and small myelinated fibres|Decreased number of peripheral myelinated nerve fibres|Loss of myelinated fibers|Loss of myelinated fibres			no_match	0		
HP:0003448	Decreased sensory nerve conduction velocity|Decreased sensory NCV|Decreased sensory nerve conduction velocities			no_match	0		
HP:0003677	Slowly progressive|Signs and symptoms worsen slowly with time|Slow disease progression|Slow progression|Slowly progressive disorder			no_match	0		
HP:0004349	Reduced bone mineral density|Decreased bone mineral density|Decreased bone mineral density Z score|Low solidness and mass of the bones			no_match	0		
HP:0004409	Hyposmia|Decreased smell sensation|Sense of smell impaired			no_match	0		
HP:0005930	Abnormal epiphysis morphology|Abnormal shape of end part of bone|Abnormality of epiphysis morphology|Abnormality of the epiphyses|Anomaly of the epiphyses|Epiphyseal abnormality			no_match	0		
HP:0006121	Acral ulceration			no_match	0		
HP:0007328	Impaired pain sensation|Decreased pain sensation|Decreased pinprick sensation			no_match	0		
HP:0007460	Autoamputation of digits			no_match	0		
HP:0008000	Decreased corneal reflex|Decreased blink reflex|Reduced corneal reflex			no_match	0		
HP:0009771	Osteolytic defects of the phalanges of the hand|Acro-osteolysis|Acroosteolysis|Breakdown of small bones of fingers			no_match	0		
HP:0010830	Impaired tactile sensation|Abnormal thigmesthesia|Impaired touch sensation|Loss of tactile sensation			no_match	0		
HP:0010831	Impaired proprioception|Abnormality of proprioception			no_match	0		
HP:0031417	Rhinorrhea|Nasal Discharge|Runny Nose			no_match	0		
HP:0040129	Abnormal nerve conduction velocity|Abnormal nerve conduction|Abnormal nerve conduction velocities|Nerve conduction abnormalities			no_match	0		
HP:0040264	Jaw pain			no_match	0		
HP:0200025	Mandibular pain|Lower jaw pain			no_match	0		
HP:0200026	Ocular pain|Eye pain			no_match	0		
HP:0500005	Anal pain|Anorectal pain|Proctalgia|Rectal pain			no_match	0		
HP:0000924	Abnormality of the skeletal system|Skeletal abnormalities|Skeletal anomalies			no_match	0		
HP:0000952	Jaundice|Icterus|Yellow skin|Yellowing of the skin			no_match	0		
HP:0001000	Abnormality of skin pigmentation|Abnormal pigmentation|Abnormal skin color|Abnormal skin colour|Abnormal skin pigmentation|Abnormality of pigmentation|Pigmentary changes|Pigmentary skin changes|Pigmentation anomaly			no_match	0		
HP:0001046	Intermittent jaundice|Intermittent icterus|Intermittent yellow skin|Intermittent yellowing of skin			no_match	0		
HP:0002904	Hyperbilirubinemia|High blood bilirubin levels			no_match	0		
HP:0002908	Conjugated hyperbilirubinemia|Direct hyperbilirubinemia			no_match	0		
HP:0010473	Porphyrinuria			no_match	0		
HP:0010984	Digenic inheritance			no_match	0		
HP:0012379	Abnormal circulating enzyme concentration or activity			no_match	0		
HP:0031137	Storage in hepatocytes			no_match	0		
HP:0031811	Bilirubinuria			no_match	0		
HP:0032106	Conjunctival icterus|Scleral icterus|Yellow conjunctiva|Yellow sclera|Yellowing of the whites of the eyes			no_match	0		
HP:0016266		Stevens-Johnson syndrome	Stevens-Johnson syndrome	override	0		
HP:0005558	Chronic leukemia|Chronic blood cancer|Chronic leukaemia	Toxic epidermal necrolysis	Toxic epidermal necrolysis	override	0		
